nameKor,﻿Internal ID,Name,Storage Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Closet Image,Seasonal Availability,Style,Label Themes,Variation,Primary Shape,Secondary Shape
피겨 의상,9527,figure-skating costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFigure6.png,2880,720,Able Sisters,Available from Able Sisters shop only,Gray,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFigure6.png,All Year,Active,sporty; theatrical; work,Black,Overall,L
피겨 드레스,5393,figure-skating dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFigure0.png,2880,720,Able Sisters,Available from Able Sisters shop only,Light blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFigure0.png,All Year,Active,sporty; theatrical; work,Blue,Balloon,N
피겨 드레스,9516,figure-skating dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFigure1.png,2880,720,Able Sisters,Available from Able Sisters shop only,Red,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFigure1.png,All Year,Active,sporty; theatrical; work,Red,Balloon,N
피겨 드레스,9517,figure-skating dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFigure2.png,2880,720,Able Sisters,Available from Able Sisters shop only,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFigure2.png,All Year,Active,sporty; theatrical; work,Green,Balloon,N
피겨 드레스,9518,figure-skating dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFigure3.png,2880,720,Able Sisters,Available from Able Sisters shop only,Purple,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFigure3.png,All Year,Active,sporty; theatrical; work,Purple,Balloon,N
피겨 드레스,9519,figure-skating dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFigure4.png,2880,720,Able Sisters,Available from Able Sisters shop only,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFigure4.png,All Year,Active,sporty; theatrical; work,Pink,Balloon,N
피겨 드레스,9520,figure-skating dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFigure5.png,2880,720,Able Sisters,Available from Able Sisters shop only,Yellow,Orange,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFigure5.png,All Year,Active,sporty; theatrical; work,Yellow,Balloon,N
피겨 드레스,9521,figure-skating dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFigure6.png,2880,720,Able Sisters,Available from Able Sisters shop only,Gray,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFigure6.png,All Year,Active,sporty; theatrical; work,Black,Balloon,N
소방관 제복,3420,firefighter uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLFirefighter0.png,2240,560,Able Sisters,Available from Able Sisters shop only,Black,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLFirefighter0.png,All Year,Active,work,Black,Salopette,L
소방관 제복,9455,firefighter uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLFirefighter1.png,2240,560,Able Sisters,Available from Able Sisters shop only,Orange,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLFirefighter1.png,All Year,Active,work,Flame orange,Salopette,L
소방관 제복,9456,firefighter uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLFirefighter2.png,2240,560,Able Sisters,Available from Able Sisters shop only,Brown,Orange,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLFirefighter2.png,All Year,Active,work,Brown,Salopette,L
소방관 제복,9457,firefighter uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLFirefighter3.png,2240,560,Able Sisters,Available from Able Sisters shop only,Yellow,Orange,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLFirefighter3.png,All Year,Active,work,Lime yellow,Salopette,L
소방관 제복,9458,firefighter uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLFirefighter4.png,2240,560,Able Sisters,Available from Able Sisters shop only,Green,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLFirefighter4.png,All Year,Active,work,Avocado,Salopette,L
낚시 의상,4328,fishing waders,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLWaders0.png,2000,500,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLWaders0.png,All Year,Simple,outdoorsy; sporty,Avocado,Overall,L
낚시 의상,8628,fishing waders,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLWaders1.png,2000,500,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Orange,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLWaders1.png,All Year,Simple,outdoorsy; sporty,Orange,Overall,L
낚시 의상,8629,fishing waders,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLWaders2.png,2000,500,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLWaders2.png,All Year,Simple,outdoorsy; sporty,Navy blue,Overall,L
낚시 의상,8630,fishing waders,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLWaders3.png,2000,500,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Gray,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLWaders3.png,All Year,Simple,outdoorsy; sporty,Gray,Overall,L
플래퍼 드레스,5817,flapper dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNFlapper0.png,2600,650,Able Sisters,Available from Able Sisters shop only,Gray,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNFlapper0.png,All Year,Gorgeous,party; theatrical,Silver,Box,N
플래퍼 드레스,7886,flapper dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNFlapper1.png,2600,650,Able Sisters,Available from Able Sisters shop only,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNFlapper1.png,All Year,Gorgeous,party; theatrical,Gold,Box,N
플래퍼 드레스,7887,flapper dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNFlapper2.png,2600,650,Able Sisters,Available from Able Sisters shop only,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNFlapper2.png,All Year,Gorgeous,party; theatrical,Black,Box,N
플래퍼 드레스,7888,flapper dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNFlapper3.png,2600,650,Able Sisters,Available from Able Sisters shop only,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNFlapper3.png,All Year,Gorgeous,party; theatrical,Pink,Box,N
플래퍼 드레스,7889,flapper dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNFlapper4.png,2600,650,Able Sisters,Available from Able Sisters shop only,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNFlapper4.png,All Year,Gorgeous,party; theatrical,Green,Box,N
투톤 꽃무늬 기모노,5797,flashy kimono,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLGaudy0.png,4800,1200,Able Sisters,Available from Able Sisters shop only,Green,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLGaudy0.png,All Year,Gorgeous,party; theatrical,Green,Kimono,L
투톤 꽃무늬 기모노,8991,flashy kimono,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLGaudy1.png,4800,1200,Able Sisters,Available from Able Sisters shop only,Red,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLGaudy1.png,All Year,Gorgeous,party; theatrical,Red,Kimono,L
투톤 꽃무늬 기모노,8992,flashy kimono,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLGaudy2.png,4800,1200,Able Sisters,Available from Able Sisters shop only,Yellow,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLGaudy2.png,All Year,Gorgeous,party; theatrical,Gold,Kimono,L
투톤 꽃무늬 기모노,8993,flashy kimono,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLGaudy3.png,4800,1200,Able Sisters,Available from Able Sisters shop only,Blue,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLGaudy3.png,All Year,Gorgeous,party; theatrical,Blue,Kimono,L
투톤 꽃무늬 기모노,8994,flashy kimono,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLGaudy4.png,4800,1200,Able Sisters,Available from Able Sisters shop only,White,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLGaudy4.png,All Year,Gorgeous,party; theatrical,White,Kimono,L
투톤 꽃무늬 기모노,8995,flashy kimono,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLGaudy5.png,4800,1200,Able Sisters,Available from Able Sisters shop only,Purple,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLGaudy5.png,All Year,Gorgeous,party; theatrical,Fuchsia,Kimono,L
복슬복슬 파자마,4359,fleece pj's,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFleecepajama0.png,1800,450,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFleecepajama0.png,Winter,Cute,fairy tale; comfy,Pink,Overall,L
복슬복슬 파자마,7827,fleece pj's,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFleecepajama1.png,1800,450,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Beige,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFleecepajama1.png,Winter,Cute,fairy tale; comfy,Beige,Overall,L
승무원 옷,3475,flight-crew uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLAttendant0.png,2800,700,Able Sisters,Available from Able Sisters shop only,Blue,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLAttendant0.png,All Year,Elegant,formal; work,Navy blue,Box,L
승무원 옷,8112,flight-crew uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLAttendant1.png,2800,700,Able Sisters,Available from Able Sisters shop only,Black,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLAttendant1.png,All Year,Elegant,formal; work,Black,Box,L
승무원 옷,8113,flight-crew uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLAttendant2.png,2800,700,Able Sisters,Available from Able Sisters shop only,Light blue,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLAttendant2.png,All Year,Elegant,formal; work,Light blue,Box,L
승무원 옷,8114,flight-crew uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLAttendant3.png,2800,700,Able Sisters,Available from Able Sisters shop only,Red,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLAttendant3.png,All Year,Elegant,formal; work,Red,Box,L
승무원 옷,8115,flight-crew uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLAttendant4.png,2800,700,Able Sisters,Available from Able Sisters shop only,Gray,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLAttendant4.png,All Year,Elegant,formal; work,Gray,Box,L
꽃무늬 레이스 원피스,4570,floral lace dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHLace0.png,1820,455,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHLace0.png,Summer,Elegant,everyday; fairy tale; formal; party; vacation,Light blue,Balloon,H
꽃무늬 레이스 원피스,8890,floral lace dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHLace1.png,1820,455,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHLace1.png,Summer,Elegant,everyday; fairy tale; formal; party; vacation,Pink,Balloon,H
꽃무늬 레이스 원피스,8891,floral lace dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHLace2.png,1820,455,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHLace2.png,Summer,Elegant,everyday; fairy tale; formal; party; vacation,Blue,Balloon,H
꽃무늬 레이스 원피스,8892,floral lace dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHLace3.png,1820,455,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHLace3.png,Summer,Elegant,everyday; fairy tale; formal; party; vacation,Ruby red,Balloon,H
꽃무늬 레이스 원피스,8893,floral lace dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHLace4.png,1820,455,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Orange,Orange,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHLace4.png,Summer,Elegant,everyday; fairy tale; formal; party; vacation,Orange,Balloon,H
꽃무늬 레이스 원피스,8894,floral lace dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHLace5.png,1820,455,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHLace5.png,Summer,Elegant,everyday; fairy tale; formal; party; vacation,Green,Balloon,H
꽃무늬 레이스 원피스,8895,floral lace dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHLace6.png,1820,455,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Purple,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHLace6.png,Summer,Elegant,everyday; fairy tale; formal; party; vacation,Purple,Balloon,H
꽃무늬 레이스 원피스,8896,floral lace dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHLace7.png,1820,455,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHLace7.png,Summer,Elegant,everyday; fairy tale; formal; party; vacation,Black,Balloon,H
플라워 원피스,6901,flower-print dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHOneflower0.png,1200,300,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHOneflower0.png,All Year,Cute,everyday; fairy tale,Pink,A-line,H
플라워 원피스,8820,flower-print dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHOneflower1.png,1200,300,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHOneflower1.png,All Year,Cute,everyday; fairy tale,Green,A-line,H
네덜란드풍 옷,4603,folk-dance outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLVolendam.png,2520,630,Able Sisters,Available from Able Sisters shop only,Red,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLVolendam.png,All Year,Elegant,everyday; formal,Red,Overall,L
나무무늬 원피스,4584,forest-print dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLForest0.png,1540,385,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLForest0.png,All Year,Elegant,everyday,Green,Box,L
나무무늬 원피스,8811,forest-print dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLForest1.png,1540,385,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Brown,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLForest1.png,All Year,Elegant,everyday,Brown,Box,L
나무무늬 원피스,8812,forest-print dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLForest2.png,1540,385,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Purple,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLForest2.png,All Year,Elegant,everyday,Purple,Box,L
나무무늬 원피스,8813,forest-print dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLForest3.png,1540,385,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLForest3.png,All Year,Elegant,everyday,Pink,Box,L
나무무늬 원피스,8814,forest-print dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLForest4.png,1540,385,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLForest4.png,All Year,Elegant,everyday,Pale blue,Box,L
프릴 원피스,4403,frilly dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLFrilled0.png,2000,500,Able Sisters,Available from Able Sisters shop only,Pink,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLFrilled0.png,All Year,Cute,everyday; fairy tale,Pink,A-long,L
프릴 원피스,8590,frilly dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLFrilled1.png,2000,500,Able Sisters,Available from Able Sisters shop only,Orange,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLFrilled1.png,All Year,Cute,everyday; fairy tale,Brown,A-long,L
프릴 원피스,8591,frilly dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLFrilled2.png,2000,500,Able Sisters,Available from Able Sisters shop only,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLFrilled2.png,All Year,Cute,everyday; fairy tale,Green,A-long,L
프릴 원피스,8592,frilly dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLFrilled3.png,2000,500,Able Sisters,Available from Able Sisters shop only,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLFrilled3.png,All Year,Cute,everyday; fairy tale,Yellow,A-long,L
개구리 의상,3421,frog costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFrog0.png,1700,425,Able Sisters,Available from Able Sisters shop only,Green,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFrog0.png,All Year,Cute,fairy tale; party; theatrical,Green,Overall,L
개구리 의상,9631,frog costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFrog1.png,1700,425,Able Sisters,Available from Able Sisters shop only,Light blue,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFrog1.png,All Year,Cute,fairy tale; party; theatrical,Blue,Overall,L
개구리 의상,9632,frog costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFrog2.png,1700,425,Able Sisters,Available from Able Sisters shop only,Red,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFrog2.png,All Year,Cute,fairy tale; party; theatrical,Red,Overall,L
개구리 의상,9633,frog costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFrog3.png,1700,425,Able Sisters,Available from Able Sisters shop only,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFrog3.png,All Year,Cute,fairy tale; party; theatrical,Yellow,Overall,L
