Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Size,Source,Source Notes,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Catalog,Variant ID,Internal ID
diner chair,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroChairS_Remake_0_0.png,Red,NA,NA,NA,No,No,No,NA,1600,400,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Chair,For sale,0_0,4137
diner chair,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroChairS_Remake_1_0.png,Blue,NA,NA,NA,No,No,No,NA,1600,400,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Chair,For sale,1_0,4137
diner chair,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroChairS_Remake_2_0.png,Yellow,NA,NA,NA,No,No,No,NA,1600,400,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Chair,For sale,2_0,4137
diner chair,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroChairS_Remake_3_0.png,Aquamarine,NA,NA,NA,No,No,No,NA,1600,400,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Chair,For sale,3_0,4137
diner chair,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroChairS_Remake_4_0.png,Pink,NA,NA,NA,No,No,No,NA,1600,400,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Chair,For sale,4_0,4137
diner chair,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroChairS_Remake_5_0.png,Cream,NA,NA,NA,No,No,No,NA,1600,400,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Chair,For sale,5_0,4137
diner chair,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroChairS_Remake_6_0.png,Black,NA,NA,NA,No,No,No,NA,1600,400,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Chair,For sale,6_0,4137
diner counter chair,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroCounterchair_Remake_0_0.png,Red,NA,NA,NA,No,No,No,NA,1100,275,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Chair,For sale,0_0,4138
diner counter chair,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroCounterchair_Remake_1_0.png,Blue,NA,NA,NA,No,No,No,NA,1100,275,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Chair,For sale,1_0,4138
diner counter chair,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroCounterchair_Remake_2_0.png,Yellow,NA,NA,NA,No,No,No,NA,1100,275,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Chair,For sale,2_0,4138
diner counter chair,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroCounterchair_Remake_3_0.png,Aquamarine,NA,NA,NA,No,No,No,NA,1100,275,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Chair,For sale,3_0,4138
diner counter chair,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroCounterchair_Remake_4_0.png,Pink,NA,NA,NA,No,No,No,NA,1100,275,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Chair,For sale,4_0,4138
diner counter chair,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroCounterchair_Remake_5_0.png,Cream,NA,NA,NA,No,No,No,NA,1100,275,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Chair,For sale,5_0,4138
diner counter chair,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroCounterchair_Remake_6_0.png,Black,NA,NA,NA,No,No,No,NA,1100,275,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Chair,For sale,6_0,4138
diner counter table,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroCounter_Remake_0_0.png,Red,NA,NA,NA,No,No,No,NA,6000,1500,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,No,Table,For sale,0_0,4139
diner counter table,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroCounter_Remake_1_0.png,Blue,NA,NA,NA,No,No,No,NA,6000,1500,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,No,Table,For sale,1_0,4139
diner counter table,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroCounter_Remake_2_0.png,Yellow,NA,NA,NA,No,No,No,NA,6000,1500,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,No,Table,For sale,2_0,4139
diner counter table,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroCounter_Remake_3_0.png,Aquamarine,NA,NA,NA,No,No,No,NA,6000,1500,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,No,Table,For sale,3_0,4139
diner counter table,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroCounter_Remake_4_0.png,Pink,NA,NA,NA,No,No,No,NA,6000,1500,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,No,Table,For sale,4_0,4139
diner counter table,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroCounter_Remake_5_0.png,Cream,NA,NA,NA,No,No,No,NA,6000,1500,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,No,Table,For sale,5_0,4139
diner counter table,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroCounter_Remake_6_0.png,Black,NA,NA,NA,No,No,No,NA,6000,1500,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,No,Table,For sale,6_0,4139
diner dining table,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroTableM_Remake_0_0.png,Red,NA,NA,NA,No,No,No,NA,6400,1600,2x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",shop,None,diner,None,No,Table,For sale,0_0,4142
diner dining table,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroTableM_Remake_1_0.png,Blue,NA,NA,NA,No,No,No,NA,6400,1600,2x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",shop,None,diner,None,No,Table,For sale,1_0,4142
diner dining table,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroTableM_Remake_2_0.png,Yellow,NA,NA,NA,No,No,No,NA,6400,1600,2x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",shop,None,diner,None,No,Table,For sale,2_0,4142
diner dining table,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroTableM_Remake_3_0.png,Aquamarine,NA,NA,NA,No,No,No,NA,6400,1600,2x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",shop,None,diner,None,No,Table,For sale,3_0,4142
diner dining table,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroTableM_Remake_4_0.png,Pink,NA,NA,NA,No,No,No,NA,6400,1600,2x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",shop,None,diner,None,No,Table,For sale,4_0,4142
diner dining table,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroTableM_Remake_5_0.png,Cream,NA,NA,NA,No,No,No,NA,6400,1600,2x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",shop,None,diner,None,No,Table,For sale,5_0,4142
diner dining table,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroTableM_Remake_6_0.png,Black,NA,NA,NA,No,No,No,NA,6400,1600,2x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",shop,None,diner,None,No,Table,For sale,6_0,4142
diner mini table,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroTableS_Remake_0_0.png,Red,NA,NA,NA,No,No,No,NA,1600,400,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,No,Table,For sale,0_0,4441
diner mini table,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroTableS_Remake_1_0.png,Blue,NA,NA,NA,No,No,No,NA,1600,400,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,No,Table,For sale,1_0,4441
diner mini table,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroTableS_Remake_2_0.png,Yellow,NA,NA,NA,No,No,No,NA,1600,400,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,No,Table,For sale,2_0,4441
diner mini table,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroTableS_Remake_3_0.png,Aquamarine,NA,NA,NA,No,No,No,NA,1600,400,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,No,Table,For sale,3_0,4441
diner mini table,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroTableS_Remake_4_0.png,Pink,NA,NA,NA,No,No,No,NA,1600,400,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,No,Table,For sale,4_0,4441
diner mini table,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroTableS_Remake_5_0.png,Cream,NA,NA,NA,No,No,No,NA,1600,400,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,No,Table,For sale,5_0,4441
diner mini table,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroTableS_Remake_6_0.png,Black,NA,NA,NA,No,No,No,NA,1600,400,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,No,Table,For sale,6_0,4441
diner neon sign,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroNeon_Remake_0_0.png,Red,NA,NA,NA,No,No,No,NA,3900,975,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Lamp,For sale,0_0,4143
diner neon sign,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroNeon_Remake_1_0.png,Orange,NA,NA,NA,No,No,No,NA,3900,975,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Lamp,For sale,1_0,4143
diner neon sign,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroNeon_Remake_2_0.png,Green,NA,NA,NA,No,No,No,NA,3900,975,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Lamp,For sale,2_0,4143
diner neon sign,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroNeon_Remake_3_0.png,Purple,NA,NA,NA,No,No,No,NA,3900,975,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Lamp,For sale,3_0,4143
diner neon sign,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroNeon_Remake_4_0.png,Blue,NA,NA,NA,No,No,No,NA,3900,975,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Lamp,For sale,4_0,4143
diner sofa,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroChairL_Remake_0_0.png,Red,NA,NA,NA,No,No,No,NA,3500,875,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Sofa,For sale,0_0,4141
diner sofa,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroChairL_Remake_1_0.png,Blue,NA,NA,NA,No,No,No,NA,3500,875,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Sofa,For sale,1_0,4141
diner sofa,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroChairL_Remake_2_0.png,Yellow,NA,NA,NA,No,No,No,NA,3500,875,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Sofa,For sale,2_0,4141
diner sofa,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroChairL_Remake_3_0.png,Aquamarine,NA,NA,NA,No,No,No,NA,3500,875,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Sofa,For sale,3_0,4141
diner sofa,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroChairL_Remake_4_0.png,Pink,NA,NA,NA,No,No,No,NA,3500,875,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Sofa,For sale,4_0,4141
diner sofa,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroChairL_Remake_5_0.png,Cream,NA,NA,NA,No,No,No,NA,3500,875,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Sofa,For sale,5_0,4141
diner sofa,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroChairL_Remake_6_0.png,Black,NA,NA,NA,No,No,No,NA,3500,875,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Sofa,For sale,6_0,4141
director's chair,https://acnhcdn.com/latest/FtrIcon/FtrDirectorchair_Remake_0_0.png,Light brown,NA,Natural white,Fabric,No,No,Yes,1,1600,400,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",outdoors,None,None,None,Yes,Chair,For sale,0_0,2020
director's chair,https://acnhcdn.com/latest/FtrIcon/FtrDirectorchair_Remake_0_1.png,Light brown,NA,Director black,Fabric,No,No,Yes,1,1600,400,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",outdoors,None,None,None,Yes,Chair,For sale,0_1,2020
director's chair,https://acnhcdn.com/latest/FtrIcon/FtrDirectorchair_Remake_0_2.png,Light brown,NA,Chic pleather,Fabric,No,No,Yes,1,1600,400,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",outdoors,None,None,None,Yes,Chair,For sale,0_2,2020
director's chair,https://acnhcdn.com/latest/FtrIcon/FtrDirectorchair_Remake_1_0.png,Dark brown,NA,Natural white,Fabric,No,No,Yes,1,1600,400,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",outdoors,None,None,None,Yes,Chair,For sale,1_0,2020
director's chair,https://acnhcdn.com/latest/FtrIcon/FtrDirectorchair_Remake_1_1.png,Dark brown,NA,Director black,Fabric,No,No,Yes,1,1600,400,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",outdoors,None,None,None,Yes,Chair,For sale,1_1,2020
director's chair,https://acnhcdn.com/latest/FtrIcon/FtrDirectorchair_Remake_1_2.png,Dark brown,NA,Chic pleather,Fabric,No,No,Yes,1,1600,400,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",outdoors,None,None,None,Yes,Chair,For sale,1_2,2020
director's chair,https://acnhcdn.com/latest/FtrIcon/FtrDirectorchair_Remake_2_0.png,White,NA,Natural white,Fabric,No,No,Yes,1,1600,400,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",outdoors,None,None,None,Yes,Chair,For sale,2_0,2020
director's chair,https://acnhcdn.com/latest/FtrIcon/FtrDirectorchair_Remake_2_1.png,White,NA,Director black,Fabric,No,No,Yes,1,1600,400,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",outdoors,None,None,None,Yes,Chair,For sale,2_1,2020
director's chair,https://acnhcdn.com/latest/FtrIcon/FtrDirectorchair_Remake_2_2.png,White,NA,Chic pleather,Fabric,No,No,Yes,1,1600,400,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",outdoors,None,None,None,Yes,Chair,For sale,2_2,2020
director's chair,https://acnhcdn.com/latest/FtrIcon/FtrDirectorchair_Remake_3_0.png,Black,NA,Natural white,Fabric,No,No,Yes,1,1600,400,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",outdoors,None,None,None,Yes,Chair,For sale,3_0,2020
director's chair,https://acnhcdn.com/latest/FtrIcon/FtrDirectorchair_Remake_3_1.png,Black,NA,Director black,Fabric,No,No,Yes,1,1600,400,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",outdoors,None,None,None,Yes,Chair,For sale,3_1,2020
director's chair,https://acnhcdn.com/latest/FtrIcon/FtrDirectorchair_Remake_3_2.png,Black,NA,Chic pleather,Fabric,No,No,Yes,1,1600,400,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",outdoors,None,None,None,Yes,Chair,For sale,3_2,2020
DIY workbench,https://acnhcdn.com/latest/FtrIcon/FtrWorkbench_Remake_0_0.png,Natural,Paint color,NA,NA,Yes,Yes,No,7,NFS,6630,2x1,Crafting,,garage,None,None,None,Workbench,Work Bench,Not for sale,0_0,1241
DIY workbench,https://acnhcdn.com/latest/FtrIcon/FtrWorkbench_Remake_1_0.png,Ash brown,Paint color,NA,NA,Yes,Yes,No,7,NFS,6630,2x1,Crafting,,garage,None,None,None,Workbench,Work Bench,Not for sale,1_0,1241
DIY workbench,https://acnhcdn.com/latest/FtrIcon/FtrWorkbench_Remake_2_0.png,Brown,Paint color,NA,NA,Yes,Yes,No,7,NFS,6630,2x1,Crafting,,garage,None,None,None,Workbench,Work Bench,Not for sale,2_0,1241
DIY workbench,https://acnhcdn.com/latest/FtrIcon/FtrWorkbench_Remake_3_0.png,Black,Paint color,NA,NA,Yes,Yes,No,7,NFS,6630,2x1,Crafting,,garage,None,None,None,Workbench,Work Bench,Not for sale,3_0,1241
DIY workbench,https://acnhcdn.com/latest/FtrIcon/FtrWorkbench_Remake_4_0.png,White,Paint color,NA,NA,Yes,Yes,No,7,NFS,6630,2x1,Crafting,,garage,None,None,None,Workbench,Work Bench,Not for sale,4_0,1241
DIY workbench,https://acnhcdn.com/latest/FtrIcon/FtrWorkbench_Remake_5_0.png,Marine blue,Paint color,NA,NA,Yes,Yes,No,7,NFS,6630,2x1,Crafting,,garage,None,None,None,Workbench,Work Bench,Not for sale,5_0,1241
DIY workbench,https://acnhcdn.com/latest/FtrIcon/FtrWorkbench_Remake_6_0.png,Yellow,Paint color,NA,NA,Yes,Yes,No,7,NFS,6630,2x1,Crafting,,garage,None,None,None,Workbench,Work Bench,Not for sale,6_0,1241
DIY workbench,https://acnhcdn.com/latest/FtrIcon/FtrWorkbench_Remake_7_0.png,Red,Paint color,NA,NA,Yes,Yes,No,7,NFS,6630,2x1,Crafting,,garage,None,None,None,Workbench,Work Bench,Not for sale,7_0,1241
DJ's turntable,https://acnhcdn.com/latest/FtrIcon/FtrDJbooth_Remake_0_0.png,Black,NA,None,Flag,No,No,Yes,4,9300,2325,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",party,concert,None,None,Yes,Musical Instrument,For sale,0_0,941
DJ's turntable,https://acnhcdn.com/latest/FtrIcon/FtrDJbooth_Remake_0_1.png,Black,NA,Familiar logo,Flag,No,No,Yes,4,9300,2325,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",party,concert,None,None,Yes,Musical Instrument,For sale,0_1,941
DJ's turntable,https://acnhcdn.com/latest/FtrIcon/FtrDJbooth_Remake_0_2.png,Black,NA,Chic logo,Flag,No,No,Yes,4,9300,2325,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",party,concert,None,None,Yes,Musical Instrument,For sale,0_2,941
DJ's turntable,https://acnhcdn.com/latest/FtrIcon/FtrDJbooth_Remake_0_3.png,Black,NA,Rock logo,Flag,No,No,Yes,4,9300,2325,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",party,concert,None,None,Yes,Musical Instrument,For sale,0_3,941
DJ's turntable,https://acnhcdn.com/latest/FtrIcon/FtrDJbooth_Remake_0_4.png,Black,NA,Emblem logo,Flag,No,No,Yes,4,9300,2325,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",party,concert,None,None,Yes,Musical Instrument,For sale,0_4,941
DJ's turntable,https://acnhcdn.com/latest/FtrIcon/FtrDJbooth_Remake_0_5.png,Black,NA,Handwritten logo,Flag,No,No,Yes,4,9300,2325,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",party,concert,None,None,Yes,Musical Instrument,For sale,0_5,941
DJ's turntable,https://acnhcdn.com/latest/FtrIcon/FtrDJbooth_Remake_0_6.png,Black,NA,Pop logo,Flag,No,No,Yes,4,9300,2325,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",party,concert,None,None,Yes,Musical Instrument,For sale,0_6,941
DJ's turntable,https://acnhcdn.com/latest/FtrIcon/FtrDJbooth_Remake_0_7.png,Black,NA,Cute logo,Flag,No,No,Yes,4,9300,2325,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",party,concert,None,None,Yes,Musical Instrument,For sale,0_7,941
DJ's turntable,https://acnhcdn.com/latest/FtrIcon/FtrDJbooth_Remake_1_0.png,White,NA,None,Flag,No,No,Yes,4,9300,2325,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",party,concert,None,None,Yes,Musical Instrument,For sale,1_0,941
